source_medium	campaignName	campaignKeyword	deviceType_standard	day_of_week	campaignContent	nb_conversions	nb_visits	conversion_rate
none	not_set	конфаэль конфеты официальный	not_set	not_set	not_set	55	30	183.33
none	not_set	подарки на 8 марта купить в москве	not_set	not_set	not_set	34	58	58.62
none	not_set	(adwords) catalogt.ru	not_set	not_set	not_set	18	77	23.38
none	not_set	(adwords) fiestino.ru	not_set	not_set	not_set	10	28	35.71
none	not_set	что подарить начальнице на 8 марта	not_set	not_set	not_set	23	60	38.33
none	not_set	(adwords) www.ktokogda.com	not_set	not_set	not_set	1	30	3.33
none	not_set	(adwords) povar.ru	not_set	not_set	not_set	6	47	12.77
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.13idei.ru	not_set	not_set	not_set	5	26	19.23
none	not_set	что можно подарить подруге на 8 марта	not_set	not_set	not_set	9	45	20
yandex/cpc	not_set	лучший подарок для девушки	not_set	not_set	not_set	8	25	32
none	not_set	шоколадные инструменты	not_set	not_set	not_set	119	111	107.21
googleads.g.doubleclick.net/campaigns	not_set	(adwords) halyava-besplatno.ru	not_set	not_set	not_set	4	29	13.79
none	not_set	подарить теще	not_set	not_set	not_set	10	52	19.23
googleads.g.doubleclick.net/campaigns	not_set	(adwords) porgi.ru	not_set	not_set	not_set	0	27	0
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.a-piter.ru	not_set	not_set	not_set	6	23	26.09
none	not_set	конфаэль подарки	not_set	not_set	not_set	49	35	140
googleads.g.doubleclick.net/campaigns	not_set	(adwords) notefood.ru	not_set	not_set	not_set	0	27	0
none	not_set	букет конфеты 8 марта	not_set	not_set	not_set	37	94	39.36
none	not_set	(adwords) shkolapodarka.ru	not_set	not_set	not_set	7	48	14.58
none	not_set	подарок дочке на 8 марта	not_set	not_set	not_set	14	48	29.17
yandex/cpc	not_set	необычные подарки на 8 марта	not_set	not_set	not_set	69	170	40.59
yandex/cpc	not_set	варианты подарков на 8 марта	not_set	not_set	not_set	8	27	29.63
yandex.ru/organic	not_set	none	not_set	not_set	not_set	280	419	66.83
none	not_set	что подарить любимой девушке на 8 марта	not_set	not_set	not_set	12	37	32.43
none	not_set	подарки на 8 марта спб	not_set	not_set	not_set	18	38	47.37
none	not_set	(adwords) t-loves.narod.ru	not_set	not_set	not_set	6	22	27.27
yandex/cpc	not_set	подарок для подруги	not_set	not_set	not_set	22	96	22.92
none	not_set	(adwords) www.prostochek.ru	not_set	not_set	not_set	2	26	7.69
none	not_set	подарок учителю на 8 марта	not_set	not_set	not_set	41	91	45.05
googleads.g.doubleclick.net/campaigns	not_set	(adwords) magazinnoff.ru	not_set	not_set	not_set	8	83	9.64
yandex/cpc	not_set	что подарить женщине на 8 марта	not_set	not_set	not_set	13	47	27.66
yandex/cpc	not_set	шоколадные открытки	not_set	not_set	not_set	39	27	144.44
yandex/cpc	not_set	что подарить подруге на 8 марта	not_set	not_set	not_set	25	108	23.15
googleads.g.doubleclick.net/campaigns	not_set	(adwords) akakperevesti.ru	not_set	not_set	not_set	2	23	8.7
none	not_set	популярные подарки на 8 марта	not_set	not_set	not_set	3	28	10.71
none	not_set	что купить в подарок маме	not_set	not_set	not_set	9	35	25.71
none	not_set	что подарить маме недорого	not_set	not_set	not_set	9	31	29.03
none	not_set	(adwords) otkritkioks.ru	not_set	not_set	not_set	2	25	8
yandex/cpc	not_set	шоколадные инструменты	not_set	not_set	not_set	90	103	87.38
googleads.g.doubleclick.net/campaigns	not_set	(adwords) 5ka-sale.ru	not_set	not_set	not_set	6	24	25
googleads.g.doubleclick.net/campaigns	not_set	(adwords) mac-donalds.ru	not_set	not_set	not_set	3	25	12
none	not_set	что можно подарить одноклассницам на 8 марта	not_set	not_set	not_set	2	23	8.7
none	not_set	идеи подарков на 8 марта	not_set	not_set	not_set	48	127	37.8
none	not_set	(adwords) zhenskoe-mnenie.ru	not_set	not_set	not_set	1	37	2.7
googleads.g.doubleclick.net/campaigns	not_set	(adwords) bestgif.su	not_set	not_set	not_set	5	85	5.88
none	not_set	подарок на 8 марта девушке	not_set	not_set	not_set	81	236	34.32
none	not_set	(adwords) emaska.ru	not_set	not_set	not_set	3	43	6.98
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.supertosty.ru	not_set	not_set	not_set	3	51	5.88
googleads.g.doubleclick.net/campaigns	not_set	(adwords) www.youtube.com	not_set	not_set	not_set	14	63	22.22
none	not_set	(adwords) giftpic.ru	not_set	not_set	not_set	70	415	16.87
none	not_set	интересные подарки 8 марта	not_set	not_set	not_set	11	45	24.44
none	not_set	подарок для подруги	not_set	not_set	not_set	28	126	22.22
none	not_set	что подарить бабушке	not_set	not_set	not_set	22	83	26.51
none	not_set	конфаэль конфеты официальный сайт	not_set	not_set	not_set	117	65	180
none	not_set	что подарить женщине	not_set	not_set	not_set	18	65	27.69
none	not_set	подарок маме на 8 марта	not_set	not_set	not_set	90	314	28.66
none	not_set	букет из конфет купить в спб	not_set	not_set	not_set	14	34	41.18
none	not_set	что подарить коллективу на 8 марта	not_set	not_set	not_set	4	21	19.05
none	not_set	сладкие открытки с днем рождения	not_set	not_set	not_set	17	85	20
none	not_set	(adwords) porgi.ru	not_set	not_set	not_set	1	38	2.63
yandex/cpc	not_set	что подарить маме	not_set	not_set	not_set	55	335	16.42
none	not_set	прикольные подарки на 8 марта	not_set	not_set	not_set	23	54	42.59
none	not_set	магазин сладостей	not_set	not_set	not_set	15	27	55.56
yandex/cpc	not_set	подарок жене 8 марту	not_set	not_set	not_set	27	131	20.61
yandex/cpc	not_set	что подарить маме от дочки	not_set	not_set	not_set	3	27	11.11
yandex.ru/referral	not_set	none	not_set	not_set	not_set	18	21	85.71
vk/cpc	not_set	for_woman_7_days	not_set	not_set	not_set	17	32	53.12
yandex/cpc	not_set	что подарить коллегам на 8 марта	not_set	not_set	not_set	26	89	29.21
none	not_set	8_march_7_days	not_set	not_set	not_set	13	31	41.94
googleads.g.doubleclick.net/campaigns	not_set	(adwords) lenta-katalog.ru	not_set	not_set	not_set	7	29	24.14
none	33416113.8_marta_mo_mkb	not_set	not_set	not_set	not_set	123	116	106.03
none	33197318.8_marta_rf_poisk	not_set	not_set	not_set	not_set	1097	4278	25.64
yandex/cpc	33216759.podarki_zhenshchinam_rf_set	not_set	not_set	not_set	not_set	8	21	38.1
im/newsletter	march_8_march_2018	not_set	not_set	not_set	not_set	25	32	78.12
google/cpc	adwords	not_set	not_set	not_set	not_set	32	214	14.95
127.0.0.1/referral	none	not_set	not_set	not_set	not_set	0	24	0
none	32725047.bukety_mo_poisk	not_set	not_set	not_set	not_set	186	354	52.54
google/cpc	none	not_set	not_set	not_set	not_set	32	110	29.09
yandex/cpc	33416113.8_marta_mo_mkb	not_set	not_set	not_set	not_set	58	60	96.67
yandex/cpc	32725047.bukety_mo_poisk	not_set	not_set	not_set	not_set	107	241	44.4
none	32372870.zhenschiny_spb_poisk	not_set	not_set	not_set	not_set	23	133	17.29
yandex/cpc	32725025.tovarnaya_mo_poisk	not_set	not_set	not_set	not_set	20	35	57.14
none	32589241.magaziny_rf_set	not_set	not_set	not_set	not_set	89	177	50.28
confaelshop.ru/direct entry	none	not_set	not_set	not_set	not_set	850	1661	51.17
googleads.g.doubleclick.net/campaigns	adwords (text,image)	not_set	not_set	not_set	not_set	3	57	5.26
none	32725067.magaziny_mo_poisk	not_set	not_set	not_set	not_set	108	212	50.94
yandex/cpc	32725062.bukety_mo_set	not_set	not_set	not_set	not_set	14	55	25.45
www.google.kz/organic	none	not_set	not_set	not_set	not_set	133	1108	12
yandex/cpc	32725060.otkrytki_mo_set	not_set	not_set	not_set	not_set	13	40	32.5
none/direct entry	none	not_set	not_set	not_set	not_set	853	3178	26.84
none	none	not_set	not_set	not_set	not_set	11703	23312	50.2
none	32725024.medali__mo_poisk	not_set	not_set	not_set	not_set	17	30	56.67
none	32559838.bukety_poisk	not_set	not_set	not_set	not_set	219	497	44.06
yandex/cpc	32725067.magaziny_mo_poisk	not_set	not_set	not_set	not_set	89	168	52.98
none	32725074.magaziny_mo_set	not_set	not_set	not_set	not_set	123	132	93.18
none	32725044.tovarnaya_mo_set	not_set	not_set	not_set	not_set	292	282	103.55
none	32725062.bukety_mo_set	not_set	not_set	not_set	not_set	18	69	26.09
yandex/cpc	32589241.magaziny_rf_set	not_set	not_set	not_set	not_set	68	154	44.16
none	retargeting	not_set	not_set	not_set	not_set	41	92	44.57
googleads.g.doubleclick.net/campaigns	adwords	not_set	not_set	not_set	not_set	704	3770	18.67
none	adwords (text_image)	not_set	not_set	not_set	not_set	6	42	14.29
yandex/cpc	32389165.brendovie_set	not_set	not_set	not_set	not_set	41	48	85.42
yandex/cpc	32725046.otkrytki_mo_poisk	not_set	not_set	not_set	not_set	36	28	128.57
yandex/cpc	33416270.8_marta_rf_mkb	not_set	not_set	not_set	not_set	30	44	68.18
www.googleadservices.com/referral	none	not_set	not_set	not_set	not_set	3	29	10.34
yandex/cpc	33205642.podarki_zhenshchinam_rf_poisk	not_set	not_set	not_set	not_set	236	1310	18.02
www.google.ru/organic	none	not_set	not_set	not_set	not_set	2359	7520	31.37
spb.confaelshop.ru/direct entry	none	not_set	not_set	not_set	not_set	10	21	47.62
none	goods	not_set	not_set	not_set	not_set	35	34	102.94
none	32564661.bukety_set	not_set	not_set	not_set	not_set	122	342	35.67
none	adwords (image)	not_set	not_set	not_set	not_set	16	84	19.05
none	32725060.otkrytki_mo_set	not_set	not_set	not_set	not_set	15	39	38.46
none	32469844.brendovie_rf_poisk	not_set	not_set	not_set	not_set	166	113	146.9
yandex/cpc	32559838.bukety_poisk	not_set	not_set	not_set	not_set	143	407	35.14
none	33416270.8_marta_rf_mkb	not_set	not_set	not_set	not_set	49	62	79.03
www.google.com/organic	none	not_set	not_set	not_set	not_set	331	1245	26.59
s4s-eu1.net/referral	none	not_set	not_set	not_set	not_set	37	21	176.19
none	33216759.podarki_zhenshchinam_rf_set	not_set	not_set	not_set	not_set	5	21	23.81
yandex/cpc	32725021.zabitoe_v_korzine_mo_set	not_set	not_set	not_set	not_set	31	46	67.39
yandex/cpc	32725044.tovarnaya_mo_set	not_set	not_set	not_set	not_set	222	270	82.22
none	32725025.tovarnaya_mo_poisk	not_set	not_set	not_set	not_set	20	33	60.61
none	32725023.deti_mo_poisk	not_set	not_set	not_set	not_set	20	70	28.57
none	33196823.8_marta_mo_poisk	not_set	not_set	not_set	not_set	2393	6453	37.08
www.yandex.ru/organic	none	not_set	not_set	not_set	not_set	56	69	81.16
tpc.googlesyndication.com/referral	none	not_set	not_set	not_set	not_set	62	326	19.02
yandex.ru/organic	none	not_set	not_set	not_set	not_set	280	419	66.83
googleads.g.doubleclick.net/referral	none	not_set	not_set	not_set	not_set	25	219	11.42
none	32561688.otkrytki_rf_set	not_set	not_set	not_set	not_set	21	64	32.81
yandex/cpc	32505035.tovarnaya_rf_set	not_set	not_set	not_set	not_set	96	131	73.28
none	33205642.podarki_zhenshchinam_rf_poisk	not_set	not_set	not_set	not_set	329	1567	21
none	8_march	not_set	not_set	not_set	not_set	17	26	65.38
yandex/cpc	32725023.deti_mo_poisk	not_set	not_set	not_set	not_set	11	63	17.46
away.vk.com/referral	none	not_set	not_set	not_set	not_set	52	104	50
none	march_8_march_2018	not_set	not_set	not_set	not_set	140	140	100
none	32372864.deti_poisk	not_set	not_set	not_set	not_set	15	65	23.08
yandex/cpc	32372867.brendovie_poisk	not_set	not_set	not_set	not_set	618	430	143.72
none	33205640.podarki_zhenshchinam_mo_poisk	not_set	not_set	not_set	not_set	841	3094	27.18
none	32505035.tovarnaya_rf_set	not_set	not_set	not_set	not_set	143	143	100
none	32725046.otkrytki_mo_poisk	not_set	not_set	not_set	not_set	45	33	136.36
yandex/cpc	32725024.medali__mo_poisk	not_set	not_set	not_set	not_set	14	23	60.87
im/newsletter	march_return_money_ac_2018	not_set	not_set	not_set	not_set	110	83	132.53
googleads.g.doubleclick.net/campaigns	adwords (text_image)	not_set	not_set	not_set	not_set	4	31	12.9
yandex/cpc	33197318.8_marta_rf_poisk	not_set	not_set	not_set	not_set	693	3101	22.35
com.google.android.googlequicksearchbox/organic	none	not_set	not_set	not_set	not_set	362	1355	26.72
googleads.g.doubleclick.net/campaigns	adwords (image)	not_set	not_set	not_set	not_set	14	69	20.29
none	march_return_money_ac_2018	not_set	not_set	not_set	not_set	130	73	178.08
yandex/cpc	33205640.podarki_zhenshchinam_mo_poisk	not_set	not_set	not_set	not_set	524	2382	22
none	32389165.brendovie_set	not_set	not_set	not_set	not_set	45	52	86.54
yandex/cpc	32469844.brendovie_rf_poisk	not_set	not_set	not_set	not_set	132	95	138.95
yandex/cpc	32587236.magaziny_rf_poisk	not_set	not_set	not_set	not_set	35	144	24.31
yandex/cpc	33196823.8_marta_mo_poisk	not_set	not_set	not_set	not_set	1546	4647	33.27
yandex/cpc	32372870.zhenschiny_spb_poisk	not_set	not_set	not_set	not_set	18	118	15.25
none	33197703.8_marta_rf_set	not_set	not_set	not_set	not_set	126	285	44.21
none	adwords	not_set	not_set	not_set	not_set	1176	5462	21.53
none	adwords (text,image)	not_set	not_set	not_set	not_set	15	109	13.76
googleads.g.doubleclick.net/campaigns	adwords (text)	not_set	not_set	not_set	not_set	513	5161	9.94
yandex/cpc	32561688.otkrytki_rf_set	not_set	not_set	not_set	not_set	18	66	27.27
none	32587236.magaziny_rf_poisk	not_set	not_set	not_set	not_set	43	155	27.74
none	32725021.zabitoe_v_korzine_mo_set	not_set	not_set	not_set	not_set	47	60	78.33
yandex/cpc	33197691.8_marta_mo_set	not_set	not_set	not_set	not_set	199	347	57.35
none	march_solo_box_2018	not_set	not_set	not_set	not_set	202	189	106.88
yandex.ru/referral	none	not_set	not_set	not_set	not_set	18	21	85.71
yandex/cpc	32564661.bukety_set	not_set	not_set	not_set	not_set	94	283	33.22
yandex/cpc	none	not_set	not_set	not_set	not_set	28	63	44.44
yandex/cpc	32372864.deti_poisk	not_set	not_set	not_set	not_set	13	55	23.64
none	33197691.8_marta_mo_set	not_set	not_set	not_set	not_set	463	722	64.13
yandex/cpc	32725074.magaziny_mo_set	not_set	not_set	not_set	not_set	77	103	74.76
none	adwords (text)	not_set	not_set	not_set	not_set	597	5338	11.18
